,actual_kwh,actual_temperature,date,time,dow,month
2012-11-12 04:15:00-08:00,44.7,,2012-11-12,04:15:00,0,11
2012-11-12 04:30:00-08:00,44.4,,2012-11-12,04:30:00,0,11
2012-11-12 04:45:00-08:00,44.1,,2012-11-12,04:45:00,0,11
2012-11-12 05:00:00-08:00,43.8,44.1,2012-11-12,05:00:00,0,11
2012-11-12 05:15:00-08:00,54.9,,2012-11-12,05:15:00,0,11
2012-11-12 05:30:00-08:00,54.6,,2012-11-12,05:30:00,0,11
2012-11-12 05:45:00-08:00,54.0,,2012-11-12,05:45:00,0,11
2012-11-12 06:00:00-08:00,54.3,45.0,2012-11-12,06:00:00,0,11
2012-11-12 06:15:00-08:00,55.8,,2012-11-12,06:15:00,0,11
2012-11-12 06:30:00-08:00,56.1,,2012-11-12,06:30:00,0,11
2012-11-12 06:45:00-08:00,56.4,,2012-11-12,06:45:00,0,11
2012-11-12 07:00:00-08:00,53.4,46.0,2012-11-12,07:00:00,0,11
2012-11-12 07:15:00-08:00,57.9,,2012-11-12,07:15:00,0,11
2012-11-12 07:30:00-08:00,59.1,,2012-11-12,07:30:00,0,11
2012-11-12 07:45:00-08:00,58.8,,2012-11-12,07:45:00,0,11
2012-11-12 08:00:00-08:00,59.1,48.9,2012-11-12,08:00:00,0,11
2012-11-12 08:15:00-08:00,59.4,,2012-11-12,08:15:00,0,11
2012-11-12 08:30:00-08:00,63.3,,2012-11-12,08:30:00,0,11
2012-11-12 08:45:00-08:00,62.4,,2012-11-12,08:45:00,0,11
2012-11-12 09:00:00-08:00,63.3,52.0,2012-11-12,09:00:00,0,11
2012-11-12 09:15:00-08:00,71.7,,2012-11-12,09:15:00,0,11
2012-11-12 09:30:00-08:00,72.9,,2012-11-12,09:30:00,0,11
2012-11-12 09:45:00-08:00,77.1,,2012-11-12,09:45:00,0,11
2012-11-12 10:00:00-08:00,78.6,53.1,2012-11-12,10:00:00,0,11
2012-11-12 10:15:00-08:00,78.9,,2012-11-12,10:15:00,0,11
2012-11-12 10:30:00-08:00,77.1,,2012-11-12,10:30:00,0,11
2012-11-12 10:45:00-08:00,79.2,,2012-11-12,10:45:00,0,11
2012-11-12 11:00:00-08:00,79.8,55.9,2012-11-12,11:00:00,0,11
2012-11-12 11:15:00-08:00,77.4,,2012-11-12,11:15:00,0,11
2012-11-12 11:30:00-08:00,76.2,,2012-11-12,11:30:00,0,11
2012-11-12 11:45:00-08:00,75.9,,2012-11-12,11:45:00,0,11
2012-11-12 12:00:00-08:00,76.8,57.9,2012-11-12,12:00:00,0,11
2012-11-12 12:15:00-08:00,79.2,,2012-11-12,12:15:00,0,11
2012-11-12 12:30:00-08:00,75.6,,2012-11-12,12:30:00,0,11
2012-11-12 12:45:00-08:00,76.2,,2012-11-12,12:45:00,0,11
2012-11-12 13:00:00-08:00,76.8,59.0,2012-11-12,13:00:00,0,11
2012-11-12 13:15:00-08:00,74.1,,2012-11-12,13:15:00,0,11
2012-11-12 13:30:00-08:00,73.2,,2012-11-12,13:30:00,0,11
2012-11-12 13:45:00-08:00,77.7,,2012-11-12,13:45:00,0,11
2012-11-12 14:00:00-08:00,80.7,61.0,2012-11-12,14:00:00,0,11
2012-11-12 14:15:00-08:00,84.6,,2012-11-12,14:15:00,0,11
2012-11-12 14:30:00-08:00,81.6,,2012-11-12,14:30:00,0,11
2012-11-12 14:45:00-08:00,78.0,,2012-11-12,14:45:00,0,11
2012-11-12 15:00:00-08:00,80.4,62.1,2012-11-12,15:00:00,0,11
2012-11-12 15:15:00-08:00,80.7,,2012-11-12,15:15:00,0,11
2012-11-12 15:30:00-08:00,77.1,,2012-11-12,15:30:00,0,11
2012-11-12 15:45:00-08:00,77.7,,2012-11-12,15:45:00,0,11
2012-11-12 16:00:00-08:00,80.1,61.0,2012-11-12,16:00:00,0,11
2012-11-12 16:15:00-08:00,78.6,,2012-11-12,16:15:00,0,11
2012-11-12 16:30:00-08:00,73.5,,2012-11-12,16:30:00,0,11
2012-11-12 16:45:00-08:00,77.1,,2012-11-12,16:45:00,0,11
2012-11-12 17:00:00-08:00,77.7,59.0,2012-11-12,17:00:00,0,11
2012-11-12 17:15:00-08:00,74.4,,2012-11-12,17:15:00,0,11
2012-11-12 17:30:00-08:00,71.4,,2012-11-12,17:30:00,0,11
2012-11-12 17:45:00-08:00,72.6,,2012-11-12,17:45:00,0,11
2012-11-12 18:00:00-08:00,74.1,55.9,2012-11-12,18:00:00,0,11
2012-11-12 18:15:00-08:00,60.9,,2012-11-12,18:15:00,0,11
2012-11-12 18:30:00-08:00,56.1,,2012-11-12,18:30:00,0,11
2012-11-12 18:45:00-08:00,59.7,,2012-11-12,18:45:00,0,11
2012-11-12 19:00:00-08:00,60.0,55.0,2012-11-12,19:00:00,0,11
2012-11-12 19:15:00-08:00,51.6,,2012-11-12,19:15:00,0,11
2012-11-12 19:30:00-08:00,49.8,,2012-11-12,19:30:00,0,11
2012-11-12 19:45:00-08:00,48.9,,2012-11-12,19:45:00,0,11
2012-11-12 20:00:00-08:00,51.0,54.0,2012-11-12,20:00:00,0,11
2012-11-12 20:15:00-08:00,51.6,,2012-11-12,20:15:00,0,11
2012-11-12 20:30:00-08:00,51.9,,2012-11-12,20:30:00,0,11
2012-11-12 20:45:00-08:00,51.3,,2012-11-12,20:45:00,0,11
2012-11-12 21:00:00-08:00,46.8,54.0,2012-11-12,21:00:00,0,11
2012-11-12 21:15:00-08:00,50.4,,2012-11-12,21:15:00,0,11
2012-11-12 21:30:00-08:00,48.6,,2012-11-12,21:30:00,0,11
2012-11-12 21:45:00-08:00,51.0,,2012-11-12,21:45:00,0,11
2012-11-12 22:00:00-08:00,48.3,52.0,2012-11-12,22:00:00,0,11
2012-11-12 22:15:00-08:00,46.5,,2012-11-12,22:15:00,0,11
2012-11-12 22:30:00-08:00,48.3,,2012-11-12,22:30:00,0,11
2012-11-12 22:45:00-08:00,46.5,,2012-11-12,22:45:00,0,11
2012-11-12 23:00:00-08:00,48.9,52.0,2012-11-12,23:00:00,0,11
2012-11-12 23:15:00-08:00,46.8,,2012-11-12,23:15:00,0,11
2012-11-12 23:30:00-08:00,46.8,,2012-11-12,23:30:00,0,11
2012-11-12 23:45:00-08:00,45.3,,2012-11-12,23:45:00,0,11
2012-11-13 00:00:00-08:00,45.6,55.9,2012-11-13,00:00:00,1,11
2012-11-13 00:15:00-08:00,47.1,,2012-11-13,00:15:00,1,11
2012-11-13 00:30:00-08:00,47.4,,2012-11-13,00:30:00,1,11
2012-11-13 00:45:00-08:00,44.7,,2012-11-13,00:45:00,1,11
2012-11-13 01:00:00-08:00,44.7,50.0,2012-11-13,01:00:00,1,11
2012-11-13 01:15:00-08:00,45.0,,2012-11-13,01:15:00,1,11
2012-11-13 01:30:00-08:00,46.2,,2012-11-13,01:30:00,1,11
2012-11-13 01:45:00-08:00,47.7,,2012-11-13,01:45:00,1,11
2012-11-13 02:00:00-08:00,45.3,50.0,2012-11-13,02:00:00,1,11
2012-11-13 02:15:00-08:00,45.3,,2012-11-13,02:15:00,1,11
2012-11-13 02:30:00-08:00,45.6,,2012-11-13,02:30:00,1,11
2012-11-13 02:45:00-08:00,46.5,,2012-11-13,02:45:00,1,11
2012-11-13 03:00:00-08:00,46.2,48.9,2012-11-13,03:00:00,1,11
2012-11-13 03:15:00-08:00,46.2,,2012-11-13,03:15:00,1,11
2012-11-13 03:30:00-08:00,42.3,,2012-11-13,03:30:00,1,11
2012-11-13 03:45:00-08:00,46.8,,2012-11-13,03:45:00,1,11
2012-11-13 04:00:00-08:00,45.0,48.9,2012-11-13,04:00:00,1,11
2012-11-13 04:15:00-08:00,46.5,,2012-11-13,04:15:00,1,11
2012-11-13 04:30:00-08:00,45.3,,2012-11-13,04:30:00,1,11
2012-11-13 04:45:00-08:00,42.9,,2012-11-13,04:45:00,1,11
2012-11-13 05:00:00-08:00,45.3,48.0,2012-11-13,05:00:00,1,11
2012-11-13 05:15:00-08:00,43.8,,2012-11-13,05:15:00,1,11
2012-11-13 05:30:00-08:00,46.8,,2012-11-13,05:30:00,1,11
2012-11-13 05:45:00-08:00,46.8,,2012-11-13,05:45:00,1,11
2012-11-13 06:00:00-08:00,46.8,46.9,2012-11-13,06:00:00,1,11
2012-11-13 06:15:00-08:00,58.2,,2012-11-13,06:15:00,1,11
2012-11-13 06:30:00-08:00,61.8,,2012-11-13,06:30:00,1,11
2012-11-13 06:45:00-08:00,63.3,,2012-11-13,06:45:00,1,11
2012-11-13 07:00:00-08:00,58.5,48.9,2012-11-13,07:00:00,1,11
2012-11-13 07:15:00-08:00,61.5,,2012-11-13,07:15:00,1,11
2012-11-13 07:30:00-08:00,63.0,,2012-11-13,07:30:00,1,11
2012-11-13 07:45:00-08:00,63.0,,2012-11-13,07:45:00,1,11
2012-11-13 08:00:00-08:00,67.2,52.0,2012-11-13,08:00:00,1,11
2012-11-13 08:15:00-08:00,69.6,,2012-11-13,08:15:00,1,11
2012-11-13 08:30:00-08:00,68.7,,2012-11-13,08:30:00,1,11
2012-11-13 08:45:00-08:00,70.8,,2012-11-13,08:45:00,1,11
2012-11-13 09:00:00-08:00,71.7,54.0,2012-11-13,09:00:00,1,11
2012-11-13 09:15:00-08:00,80.7,,2012-11-13,09:15:00,1,11
2012-11-13 09:30:00-08:00,85.2,,2012-11-13,09:30:00,1,11
2012-11-13 09:45:00-08:00,89.1,,2012-11-13,09:45:00,1,11
2012-11-13 10:00:00-08:00,85.5,57.0,2012-11-13,10:00:00,1,11
2012-11-13 10:15:00-08:00,87.3,,2012-11-13,10:15:00,1,11
2012-11-13 10:30:00-08:00,90.3,,2012-11-13,10:30:00,1,11
2012-11-13 10:45:00-08:00,93.3,,2012-11-13,10:45:00,1,11
2012-11-13 11:00:00-08:00,92.4,59.0,2012-11-13,11:00:00,1,11
2012-11-13 11:15:00-08:00,91.2,,2012-11-13,11:15:00,1,11
2012-11-13 11:30:00-08:00,95.4,,2012-11-13,11:30:00,1,11
2012-11-13 11:45:00-08:00,88.5,,2012-11-13,11:45:00,1,11
2012-11-13 12:00:00-08:00,88.2,61.0,2012-11-13,12:00:00,1,11
2012-11-13 12:15:00-08:00,90.6,,2012-11-13,12:15:00,1,11
2012-11-13 12:30:00-08:00,87.3,,2012-11-13,12:30:00,1,11
2012-11-13 12:45:00-08:00,90.6,,2012-11-13,12:45:00,1,11
2012-11-13 13:00:00-08:00,90.3,62.1,2012-11-13,13:00:00,1,11
2012-11-13 13:15:00-08:00,94.2,,2012-11-13,13:15:00,1,11
2012-11-13 13:30:00-08:00,97.5,,2012-11-13,13:30:00,1,11
2012-11-13 13:45:00-08:00,94.2,,2012-11-13,13:45:00,1,11
2012-11-13 14:00:00-08:00,95.1,63.0,2012-11-13,14:00:00,1,11
2012-11-13 14:15:00-08:00,95.1,,2012-11-13,14:15:00,1,11
2012-11-13 14:30:00-08:00,94.5,,2012-11-13,14:30:00,1,11
2012-11-13 14:45:00-08:00,93.0,,2012-11-13,14:45:00,1,11
2012-11-13 15:00:00-08:00,90.3,64.0,2012-11-13,15:00:00,1,11
2012-11-13 15:15:00-08:00,93.3,,2012-11-13,15:15:00,1,11
2012-11-13 15:30:00-08:00,91.5,,2012-11-13,15:30:00,1,11
2012-11-13 15:45:00-08:00,86.7,,2012-11-13,15:45:00,1,11
2012-11-13 16:00:00-08:00,87.9,64.0,2012-11-13,16:00:00,1,11
2012-11-13 16:15:00-08:00,89.1,,2012-11-13,16:15:00,1,11
2012-11-13 16:30:00-08:00,85.5,,2012-11-13,16:30:00,1,11
2012-11-13 16:45:00-08:00,84.9,,2012-11-13,16:45:00,1,11
2012-11-13 17:00:00-08:00,85.8,64.0,2012-11-13,17:00:00,1,11
2012-11-13 17:15:00-08:00,81.0,,2012-11-13,17:15:00,1,11
2012-11-13 17:30:00-08:00,78.6,,2012-11-13,17:30:00,1,11
2012-11-13 17:45:00-08:00,78.3,,2012-11-13,17:45:00,1,11
2012-11-13 18:00:00-08:00,75.3,60.1,2012-11-13,18:00:00,1,11
2012-11-13 18:15:00-08:00,57.6,,2012-11-13,18:15:00,1,11
2012-11-13 18:30:00-08:00,57.9,,2012-11-13,18:30:00,1,11
2012-11-13 18:45:00-08:00,58.2,,2012-11-13,18:45:00,1,11
2012-11-13 19:00:00-08:00,54.3,61.0,2012-11-13,19:00:00,1,11
2012-11-13 19:15:00-08:00,54.0,,2012-11-13,19:15:00,1,11
2012-11-13 19:30:00-08:00,53.7,,2012-11-13,19:30:00,1,11
2012-11-13 19:45:00-08:00,52.8,,2012-11-13,19:45:00,1,11
2012-11-13 20:00:00-08:00,51.3,57.9,2012-11-13,20:00:00,1,11
2012-11-13 20:15:00-08:00,53.4,,2012-11-13,20:15:00,1,11
2012-11-13 20:30:00-08:00,53.1,,2012-11-13,20:30:00,1,11
2012-11-13 20:45:00-08:00,51.6,,2012-11-13,20:45:00,1,11
2012-11-13 21:00:00-08:00,48.6,59.0,2012-11-13,21:00:00,1,11
2012-11-13 21:15:00-08:00,50.4,,2012-11-13,21:15:00,1,11
2012-11-13 21:30:00-08:00,51.9,,2012-11-13,21:30:00,1,11
2012-11-13 21:45:00-08:00,52.8,,2012-11-13,21:45:00,1,11
2012-11-13 22:00:00-08:00,52.2,60.1,2012-11-13,22:00:00,1,11
2012-11-13 22:15:00-08:00,49.8,,2012-11-13,22:15:00,1,11
2012-11-13 22:30:00-08:00,48.6,,2012-11-13,22:30:00,1,11
2012-11-13 22:45:00-08:00,50.4,,2012-11-13,22:45:00,1,11
2012-11-13 23:00:00-08:00,50.4,57.0,2012-11-13,23:00:00,1,11
2012-11-13 23:15:00-08:00,50.7,,2012-11-13,23:15:00,1,11
2012-11-13 23:30:00-08:00,50.1,,2012-11-13,23:30:00,1,11
2012-11-13 23:45:00-08:00,45.9,,2012-11-13,23:45:00,1,11
2012-11-14 00:00:00-08:00,46.2,54.0,2012-11-14,00:00:00,2,11
2012-11-14 00:15:00-08:00,48.3,,2012-11-14,00:15:00,2,11
2012-11-14 00:30:00-08:00,47.7,,2012-11-14,00:30:00,2,11
2012-11-14 00:45:00-08:00,46.2,,2012-11-14,00:45:00,2,11
2012-11-14 01:00:00-08:00,46.2,59.0,2012-11-14,01:00:00,2,11
2012-11-14 01:15:00-08:00,43.8,,2012-11-14,01:15:00,2,11
2012-11-14 01:30:00-08:00,46.5,,2012-11-14,01:30:00,2,11
2012-11-14 01:45:00-08:00,46.2,,2012-11-14,01:45:00,2,11
2012-11-14 02:00:00-08:00,47.7,53.1,2012-11-14,02:00:00,2,11
2012-11-14 02:15:00-08:00,46.8,,2012-11-14,02:15:00,2,11
2012-11-14 02:30:00-08:00,43.8,,2012-11-14,02:30:00,2,11
2012-11-14 02:45:00-08:00,43.8,,2012-11-14,02:45:00,2,11
2012-11-14 03:00:00-08:00,44.7,52.0,2012-11-14,03:00:00,2,11
2012-11-14 03:15:00-08:00,45.9,,2012-11-14,03:15:00,2,11
2012-11-14 03:30:00-08:00,44.4,,2012-11-14,03:30:00,2,11
2012-11-14 03:45:00-08:00,43.2,,2012-11-14,03:45:00,2,11
2012-11-14 04:00:00-08:00,44.1,53.1,2012-11-14,04:00:00,2,11
2012-11-14 04:15:00-08:00,44.1,,2012-11-14,04:15:00,2,11
2012-11-14 04:30:00-08:00,46.8,,2012-11-14,04:30:00,2,11
2012-11-14 04:45:00-08:00,44.7,,2012-11-14,04:45:00,2,11
2012-11-14 05:00:00-08:00,44.4,55.9,2012-11-14,05:00:00,2,11
2012-11-14 05:15:00-08:00,44.4,,2012-11-14,05:15:00,2,11
2012-11-14 05:30:00-08:00,44.4,,2012-11-14,05:30:00,2,11
2012-11-14 05:45:00-08:00,48.3,,2012-11-14,05:45:00,2,11
2012-11-14 06:00:00-08:00,47.7,51.1,2012-11-14,06:00:00,2,11
2012-11-14 06:15:00-08:00,63.0,,2012-11-14,06:15:00,2,11
2012-11-14 06:30:00-08:00,63.9,,2012-11-14,06:30:00,2,11
2012-11-14 06:45:00-08:00,64.5,,2012-11-14,06:45:00,2,11
2012-11-14 07:00:00-08:00,63.3,50.0,2012-11-14,07:00:00,2,11
2012-11-14 07:15:00-08:00,68.4,,2012-11-14,07:15:00,2,11
2012-11-14 07:30:00-08:00,68.4,,2012-11-14,07:30:00,2,11
2012-11-14 07:45:00-08:00,66.6,,2012-11-14,07:45:00,2,11
2012-11-14 08:00:00-08:00,69.0,53.1,2012-11-14,08:00:00,2,11
2012-11-14 08:15:00-08:00,70.2,,2012-11-14,08:15:00,2,11
2012-11-14 08:30:00-08:00,72.6,,2012-11-14,08:30:00,2,11
2012-11-14 08:45:00-08:00,76.2,,2012-11-14,08:45:00,2,11
2012-11-14 09:00:00-08:00,77.4,55.9,2012-11-14,09:00:00,2,11
2012-11-14 09:15:00-08:00,84.0,,2012-11-14,09:15:00,2,11
2012-11-14 09:30:00-08:00,86.7,,2012-11-14,09:30:00,2,11
2012-11-14 09:45:00-08:00,88.8,,2012-11-14,09:45:00,2,11
2012-11-14 10:00:00-08:00,92.1,55.9,2012-11-14,10:00:00,2,11
2012-11-14 10:15:00-08:00,90.0,,2012-11-14,10:15:00,2,11
2012-11-14 10:30:00-08:00,88.8,,2012-11-14,10:30:00,2,11
2012-11-14 10:45:00-08:00,90.6,,2012-11-14,10:45:00,2,11
2012-11-14 11:00:00-08:00,97.8,60.1,2012-11-14,11:00:00,2,11
2012-11-14 11:15:00-08:00,96.9,,2012-11-14,11:15:00,2,11
2012-11-14 11:30:00-08:00,97.5,,2012-11-14,11:30:00,2,11
2012-11-14 11:45:00-08:00,93.9,,2012-11-14,11:45:00,2,11
2012-11-14 12:00:00-08:00,93.6,62.1,2012-11-14,12:00:00,2,11
2012-11-14 12:15:00-08:00,92.1,,2012-11-14,12:15:00,2,11
2012-11-14 12:30:00-08:00,95.1,,2012-11-14,12:30:00,2,11
2012-11-14 12:45:00-08:00,94.8,,2012-11-14,12:45:00,2,11
2012-11-14 13:00:00-08:00,95.1,64.9,2012-11-14,13:00:00,2,11
2012-11-14 13:15:00-08:00,98.1,,2012-11-14,13:15:00,2,11
2012-11-14 13:30:00-08:00,99.3,,2012-11-14,13:30:00,2,11
2012-11-14 13:45:00-08:00,99.3,,2012-11-14,13:45:00,2,11
2012-11-14 14:00:00-08:00,96.6,66.0,2012-11-14,14:00:00,2,11
2012-11-14 14:15:00-08:00,96.9,,2012-11-14,14:15:00,2,11
2012-11-14 14:30:00-08:00,98.4,,2012-11-14,14:30:00,2,11
2012-11-14 14:45:00-08:00,103.8,,2012-11-14,14:45:00,2,11
2012-11-14 15:00:00-08:00,103.8,68.0,2012-11-14,15:00:00,2,11
2012-11-14 15:15:00-08:00,100.5,,2012-11-14,15:15:00,2,11
2012-11-14 15:30:00-08:00,100.8,,2012-11-14,15:30:00,2,11
2012-11-14 15:45:00-08:00,102.0,,2012-11-14,15:45:00,2,11
2012-11-14 16:00:00-08:00,100.8,66.0,2012-11-14,16:00:00,2,11
2012-11-14 16:15:00-08:00,99.0,,2012-11-14,16:15:00,2,11
2012-11-14 16:30:00-08:00,93.3,,2012-11-14,16:30:00,2,11
2012-11-14 16:45:00-08:00,93.6,,2012-11-14,16:45:00,2,11
2012-11-14 17:00:00-08:00,89.4,61.0,2012-11-14,17:00:00,2,11
2012-11-14 17:15:00-08:00,85.5,,2012-11-14,17:15:00,2,11
2012-11-14 17:30:00-08:00,80.7,,2012-11-14,17:30:00,2,11
2012-11-14 17:45:00-08:00,77.7,,2012-11-14,17:45:00,2,11
2012-11-14 18:00:00-08:00,78.9,62.1,2012-11-14,18:00:00,2,11
2012-11-14 18:15:00-08:00,59.4,,2012-11-14,18:15:00,2,11
2012-11-14 18:30:00-08:00,58.5,,2012-11-14,18:30:00,2,11
2012-11-14 18:45:00-08:00,53.4,,2012-11-14,18:45:00,2,11
2012-11-14 19:00:00-08:00,57.3,60.1,2012-11-14,19:00:00,2,11
2012-11-14 19:15:00-08:00,54.0,,2012-11-14,19:15:00,2,11
2012-11-14 19:30:00-08:00,54.9,,2012-11-14,19:30:00,2,11
2012-11-14 19:45:00-08:00,54.3,,2012-11-14,19:45:00,2,11
2012-11-14 20:00:00-08:00,51.0,59.0,2012-11-14,20:00:00,2,11
2012-11-14 20:15:00-08:00,52.2,,2012-11-14,20:15:00,2,11
2012-11-14 20:30:00-08:00,53.4,,2012-11-14,20:30:00,2,11
2012-11-14 20:45:00-08:00,53.4,,2012-11-14,20:45:00,2,11
2012-11-14 21:00:00-08:00,52.8,59.0,2012-11-14,21:00:00,2,11
2012-11-14 21:15:00-08:00,51.9,,2012-11-14,21:15:00,2,11
2012-11-14 21:30:00-08:00,53.1,,2012-11-14,21:30:00,2,11
2012-11-14 21:45:00-08:00,52.5,,2012-11-14,21:45:00,2,11
2012-11-14 22:00:00-08:00,53.7,59.0,2012-11-14,22:00:00,2,11
2012-11-14 22:15:00-08:00,52.5,,2012-11-14,22:15:00,2,11
2012-11-14 22:30:00-08:00,50.4,,2012-11-14,22:30:00,2,11
2012-11-14 22:45:00-08:00,48.9,,2012-11-14,22:45:00,2,11
2012-11-14 23:00:00-08:00,48.0,57.0,2012-11-14,23:00:00,2,11
2012-11-14 23:15:00-08:00,48.0,,2012-11-14,23:15:00,2,11
2012-11-14 23:30:00-08:00,47.1,,2012-11-14,23:30:00,2,11
2012-11-14 23:45:00-08:00,48.6,,2012-11-14,23:45:00,2,11
2012-11-15 00:00:00-08:00,49.5,53.1,2012-11-15,00:00:00,3,11
2012-11-15 00:15:00-08:00,51.0,,2012-11-15,00:15:00,3,11
2012-11-15 00:30:00-08:00,50.1,,2012-11-15,00:30:00,3,11
2012-11-15 00:45:00-08:00,50.1,,2012-11-15,00:45:00,3,11
2012-11-15 01:00:00-08:00,47.4,54.0,2012-11-15,01:00:00,3,11
2012-11-15 01:15:00-08:00,49.8,,2012-11-15,01:15:00,3,11
2012-11-15 01:30:00-08:00,53.1,,2012-11-15,01:30:00,3,11
2012-11-15 01:45:00-08:00,49.2,,2012-11-15,01:45:00,3,11
2012-11-15 02:00:00-08:00,47.7,53.1,2012-11-15,02:00:00,3,11
2012-11-15 02:15:00-08:00,45.9,,2012-11-15,02:15:00,3,11
2012-11-15 02:30:00-08:00,45.6,,2012-11-15,02:30:00,3,11
2012-11-15 02:45:00-08:00,45.9,,2012-11-15,02:45:00,3,11
2012-11-15 03:00:00-08:00,45.6,52.0,2012-11-15,03:00:00,3,11
2012-11-15 03:15:00-08:00,44.4,,2012-11-15,03:15:00,3,11
2012-11-15 03:30:00-08:00,44.7,,2012-11-15,03:30:00,3,11
2012-11-15 03:45:00-08:00,45.0,,2012-11-15,03:45:00,3,11
2012-11-15 04:00:00-08:00,46.2,51.1,2012-11-15,04:00:00,3,11
2012-11-15 04:15:00-08:00,45.6,,2012-11-15,04:15:00,3,11
2012-11-15 04:30:00-08:00,45.3,,2012-11-15,04:30:00,3,11
2012-11-15 04:45:00-08:00,43.2,,2012-11-15,04:45:00,3,11
2012-11-15 05:00:00-08:00,42.9,48.0,2012-11-15,05:00:00,3,11
2012-11-15 05:15:00-08:00,46.2,,2012-11-15,05:15:00,3,11
2012-11-15 05:30:00-08:00,46.8,,2012-11-15,05:30:00,3,11
2012-11-15 05:45:00-08:00,47.4,,2012-11-15,05:45:00,3,11
2012-11-15 06:00:00-08:00,47.7,48.9,2012-11-15,06:00:00,3,11
2012-11-15 06:15:00-08:00,61.5,,2012-11-15,06:15:00,3,11
2012-11-15 06:30:00-08:00,65.7,,2012-11-15,06:30:00,3,11
2012-11-15 06:45:00-08:00,67.5,,2012-11-15,06:45:00,3,11
2012-11-15 07:00:00-08:00,63.0,50.0,2012-11-15,07:00:00,3,11
2012-11-15 07:15:00-08:00,66.6,,2012-11-15,07:15:00,3,11
2012-11-15 07:30:00-08:00,64.2,,2012-11-15,07:30:00,3,11
2012-11-15 07:45:00-08:00,66.6,,2012-11-15,07:45:00,3,11
2012-11-15 08:00:00-08:00,67.5,51.1,2012-11-15,08:00:00,3,11
2012-11-15 08:15:00-08:00,70.2,,2012-11-15,08:15:00,3,11
2012-11-15 08:30:00-08:00,73.2,,2012-11-15,08:30:00,3,11
2012-11-15 08:45:00-08:00,69.0,,2012-11-15,08:45:00,3,11
2012-11-15 09:00:00-08:00,72.0,55.9,2012-11-15,09:00:00,3,11
2012-11-15 09:15:00-08:00,82.2,,2012-11-15,09:15:00,3,11
2012-11-15 09:30:00-08:00,85.2,,2012-11-15,09:30:00,3,11
2012-11-15 09:45:00-08:00,85.2,,2012-11-15,09:45:00,3,11
2012-11-15 10:00:00-08:00,82.8,57.9,2012-11-15,10:00:00,3,11
2012-11-15 10:15:00-08:00,82.5,,2012-11-15,10:15:00,3,11
2012-11-15 10:30:00-08:00,87.6,,2012-11-15,10:30:00,3,11
2012-11-15 10:45:00-08:00,93.6,,2012-11-15,10:45:00,3,11
2012-11-15 11:00:00-08:00,96.6,61.0,2012-11-15,11:00:00,3,11
2012-11-15 11:15:00-08:00,91.8,,2012-11-15,11:15:00,3,11
2012-11-15 11:30:00-08:00,92.4,,2012-11-15,11:30:00,3,11
2012-11-15 11:45:00-08:00,90.9,,2012-11-15,11:45:00,3,11
2012-11-15 12:00:00-08:00,89.7,62.1,2012-11-15,12:00:00,3,11
2012-11-15 12:15:00-08:00,89.1,,2012-11-15,12:15:00,3,11
2012-11-15 12:30:00-08:00,86.1,,2012-11-15,12:30:00,3,11
2012-11-15 12:45:00-08:00,87.6,,2012-11-15,12:45:00,3,11
2012-11-15 13:00:00-08:00,93.9,64.0,2012-11-15,13:00:00,3,11
2012-11-15 13:15:00-08:00,95.1,,2012-11-15,13:15:00,3,11
2012-11-15 13:30:00-08:00,90.3,,2012-11-15,13:30:00,3,11
2012-11-15 13:45:00-08:00,92.7,,2012-11-15,13:45:00,3,11
2012-11-15 14:00:00-08:00,91.8,64.0,2012-11-15,14:00:00,3,11
2012-11-15 14:15:00-08:00,91.2,,2012-11-15,14:15:00,3,11
2012-11-15 14:30:00-08:00,89.4,,2012-11-15,14:30:00,3,11
2012-11-15 14:45:00-08:00,89.1,,2012-11-15,14:45:00,3,11
2012-11-15 15:00:00-08:00,89.1,63.0,2012-11-15,15:00:00,3,11
2012-11-15 15:15:00-08:00,84.3,,2012-11-15,15:15:00,3,11
2012-11-15 15:30:00-08:00,82.2,,2012-11-15,15:30:00,3,11
2012-11-15 15:45:00-08:00,83.7,,2012-11-15,15:45:00,3,11
2012-11-15 16:00:00-08:00,84.0,63.0,2012-11-15,16:00:00,3,11
2012-11-15 16:15:00-08:00,80.4,,2012-11-15,16:15:00,3,11
2012-11-15 16:30:00-08:00,77.1,,2012-11-15,16:30:00,3,11
2012-11-15 16:45:00-08:00,80.4,,2012-11-15,16:45:00,3,11
2012-11-15 17:00:00-08:00,81.3,62.1,2012-11-15,17:00:00,3,11
2012-11-15 17:15:00-08:00,79.8,,2012-11-15,17:15:00,3,11
2012-11-15 17:30:00-08:00,75.0,,2012-11-15,17:30:00,3,11
2012-11-15 17:45:00-08:00,75.9,,2012-11-15,17:45:00,3,11
2012-11-15 18:00:00-08:00,75.3,62.1,2012-11-15,18:00:00,3,11
2012-11-15 18:15:00-08:00,56.7,,2012-11-15,18:15:00,3,11
2012-11-15 18:30:00-08:00,54.0,,2012-11-15,18:30:00,3,11
2012-11-15 18:45:00-08:00,56.4,,2012-11-15,18:45:00,3,11
2012-11-15 19:00:00-08:00,55.8,62.1,2012-11-15,19:00:00,3,11
2012-11-15 19:15:00-08:00,54.6,,2012-11-15,19:15:00,3,11
2012-11-15 19:30:00-08:00,52.2,,2012-11-15,19:30:00,3,11
2012-11-15 19:45:00-08:00,51.9,,2012-11-15,19:45:00,3,11
